nameOrig,nameDest,amount_clipped,type,isFraud,customer_age,account_type,region,tenure_years,credit_score,avg_monthly_trans,device_type,kyc_verified
C7886085857,C4124384245,0.6237342358565156,CASH_OUT,0,0.6862745098039217,Business,South,0.11000000000000001,0.2513661202185792,0.5041152263374487,Branch,True
C9846414971,C7017884708,0.0863738444879499,TRANSFER,0,0.43137254901960786,Business,West,0.63,0.5883424408014571,0.8503086419753088,Web,True
C7795534851,C9365720390,0.7561333185572644,DEBIT,0,0.7254901960784313,Savings,North,0.18500000000000003,0.5482695810564663,0.23508230452674903,Branch,True
C9547882087,C6166215326,0.12517222687128035,TRANSFER,0,0.21568627450980393,Savings,North,0.51,0.5336976320582877,0.9367283950617287,Mobile,True
C2027179126,C9582713716,0.8273145323064273,CASH_IN,0,0.47058823529411764,Business,South,0.53,0.9617486338797813,0.9562757201646092,Branch,True
C3279499575,C3325134840,0.7830361393451832,PAYMENT,0,0.37254901960784315,Business,West,0.875,0.5300546448087432,0.9603909465020578,Branch,True
C8063465290,C2220021496,0.7093551905005703,PAYMENT,0,0.9411764705882354,Business,West,0.45999999999999996,0.13296903460837883,0.8384773662551442,Branch,True
C1880387600,C7187927068,0.03312254883251513,DEBIT,0,0.9411764705882354,Checking,West,0.27999999999999997,0.8797814207650273,0.36316872427983543,Web,True
C9143580600,C4835894313,0.30153859310506237,PAYMENT,0,0.8039215686274509,Savings,South,0.22999999999999998,0.02732240437158462,0.07150205761316873,Web,True
C8933639704,C6608426305,0.2613058293405334,PAYMENT,0,0.11764705882352944,Savings,West,0.875,0.9562841530054643,0.5689300411522635,Branch,False
C6648513530,C4260906568,0.3588559301142668,DEBIT,0,0.5490196078431373,Savings,South,0.17,0.6102003642987249,0.5586419753086421,Branch,True
C2186430290,C3661796762,0.08488415923295825,DEBIT,0,0.9215686274509803,Business,South,0.42500000000000004,0.9380692167577412,0.8508230452674899,Mobile,True
C3264586695,C1332480086,0.9388062369009229,CASH_IN,0,0.5490196078431373,Checking,South,0.18500000000000003,0.2295081967213114,0.9974279835390948,Branch,True
C5069031598,C7497578409,0.5535723227776091,PAYMENT,0,0.23529411764705888,Savings,East,0.775,0.941712204007286,0.5082304526748972,Mobile,True
C9850333854,C6706167420,0.3039476298474917,PAYMENT,0,0.03921568627450983,Savings,South,0.47500000000000003,0.2331511839708561,0.3446502057613169,Web,True
C3963526317,C2384374585,0.3959008780408612,CASH_IN,1,0.019607843137254943,Checking,West,0.35000000000000003,0.9289617486338798,0.1851851851851852,Branch,True
C8258909465,C8631700532,0.44639432033897863,CASH_OUT,0,0.2941176470588236,Business,East,0.36000000000000004,0.7686703096539161,0.003086419753086423,Mobile,True
C4996925809,C5599014201,0.6006182221359598,CASH_OUT,1,0.5686274509803921,Business,North,0.8500000000000001,0.6994535519125683,0.5092592592592594,Web,True
C3135940691,C8131313233,0.5152427161390489,CASH_OUT,0,0.7254901960784313,Savings,North,0.555,0.4207650273224043,0.5555555555555557,Mobile,True
C9781334775,C3135583123,0.9211450956338295,CASH_IN,0,0.09803921568627455,Savings,West,0.7200000000000001,0.3533697632058287,0.8261316872427985,Web,True
C7080136864,C1082325440,0.4964252211471898,PAYMENT,0,0.8627450980392156,Checking,West,0.895,0.116575591985428,0.5046296296296298,Branch,True
C6591689637,C2855380218,0.9943058864072936,CASH_IN,1,0.11764705882352944,Savings,West,0.9,0.5027322404371585,0.917695473251029,Mobile,True
C5076229753,C1141785204,0.8528094170200704,CASH_IN,0,0.07843137254901966,Checking,West,0.33,0.4061930783242258,0.6286008230452677,Branch,True
C5133090861,C6196558440,0.20640758432353884,CASH_OUT,0,0.11764705882352944,Savings,East,0.9500000000000001,0.5045537340619307,0.8415637860082307,Mobile,True
C3666782085,C8621729078,0.9324091875430212,TRANSFER,0,0.6470588235294118,Savings,West,0.025,0.6648451730418944,0.14711934156378603,Web,True
C9283532861,C7963114943,0.11376364102274182,PAYMENT,0,0.607843137254902,Savings,South,0.375,0.9380692167577412,0.8564814814814817,Mobile,True
C8562811837,C7371904332,0.8186499235705089,CASH_OUT,0,0.9411764705882354,Business,North,0.895,0.38979963570127496,0.675925925925926,Mobile,True
C7643711565,C1062908951,0.3794539081847717,TRANSFER,0,0.23529411764705888,Checking,West,0.275,0.7978142076502731,0.16923868312757206,Branch,False
C6069383981,C2088256242,0.8795027869550599,TRANSFER,0,0.5686274509803921,Checking,South,0.275,0.7777777777777778,0.18878600823045272,Branch,True
C2969663198,C9139291854,0.8695313979576587,DEBIT,0,0.47058823529411764,Business,West,0.305,0.7194899817850636,0.9279835390946504,Branch,True
C7703904770,C2506578401,0.8070630581433608,PAYMENT,0,0.3921568627450981,Business,South,0.61,0.37887067395264107,0.030864197530864206,Web,True
C9005654021,C5304946250,0.7910818474571074,TRANSFER,0,0.3921568627450981,Business,East,0.44000000000000006,0.9107468123861565,0.46244855967078197,Branch,True
C3067311111,C9520918497,0.30309786068853556,CASH_OUT,0,0.5294117647058824,Checking,North,0.7250000000000001,0.8415300546448087,0.31275720164609055,Mobile,True
C1588406480,C5533102769,0.07812421591047569,DEBIT,0,0.9215686274509803,Savings,North,0.895,0.41165755919854274,0.6656378600823046,Web,True
C3264447025,C6139646624,0.4019321174117457,PAYMENT,0,0.37254901960784315,Business,East,0.675,0.6812386156648452,0.8405349794238685,Branch,True
C5762660520,C5068622511,0.17123180677865485,CASH_IN,0,0.6470588235294118,Business,South,0.205,0.9089253187613843,0.360082304526749,Mobile,True
C7539258301,C3635749246,0.6954867888982106,CASH_OUT,1,0.07843137254901966,Business,West,0.935,0.16757741347905275,0.42644032921810704,Mobile,True
C1941102411,C8232618100,0.3447430853897414,TRANSFER,0,0.33333333333333337,Savings,South,0.265,0.8360655737704917,0.983539094650206,Web,True
C4948738833,C3014596283,0.9776682690153643,TRANSFER,0,0.7450980392156864,Savings,North,0.15000000000000002,0.5828779599271402,0.784979423868313,Mobile,True
C5350928849,C6736712227,0.6412149859425456,CASH_OUT,0,0.823529411764706,Business,East,0.09000000000000001,0.016393442622950727,0.8986625514403294,Branch,True
C5355913093,C3467811766,0.8237080158676297,TRANSFER,0,0.1960784313725491,Savings,East,0.5650000000000001,0.5500910746812385,0.4387860082304527,Mobile,True
C8294190864,C3210981455,0.13000950588321986,DEBIT,0,0.3137254901960784,Business,South,0.11499999999999999,0.5846994535519124,0.23302469135802475,Branch,True
C5092660559,C7499404370,0.8634564182502286,PAYMENT,0,0.9215686274509803,Savings,South,0.13999999999999999,0.8287795992714025,0.411522633744856,Branch,False
C9448426913,C1460516676,0.924528586632494,DEBIT,0,0.8627450980392156,Checking,East,0.30000000000000004,0.5045537340619307,0.7165637860082306,Web,True
C4668855145,C7237867735,0.4864699205494373,TRANSFER,0,0.4117647058823529,Checking,North,0.27999999999999997,0.9781420765027321,0.10802469135802473,Mobile,True
C2968102826,C3340681059,0.6063074824618072,CASH_IN,0,0.7058823529411765,Savings,West,0.605,0.7140255009107467,0.2695473251028807,Web,True
C8968053340,C1708386257,0.7657244180079646,PAYMENT,0,0.37254901960784315,Checking,West,0.8150000000000001,0.17122040072859734,0.04526748971193417,Web,True
C7885108779,C5830184911,0.17255296604732415,PAYMENT,0,0.9215686274509803,Checking,South,0.76,0.19307832422586513,0.4320987654320988,Web,True
C4588049316,C2571525521,0.502058172074266,CASH_OUT,0,0.9215686274509803,Checking,East,0.26,0.7085610200364297,0.8287037037037039,Branch,True
C8664029219,C6280204865,0.3975915677389665,CASH_OUT,0,0.9215686274509803,Business,East,0.24500000000000002,0.9562841530054643,0.023148148148148157,Branch,True
C2619140571,C1937604707,0.14393401577935516,CASH_IN,0,0.8823529411764707,Savings,East,0.9650000000000001,0.1275045537340619,0.675925925925926,Branch,True
C8751355646,C9665826862,0.36629410003444884,PAYMENT,0,0.09803921568627455,Savings,North,0.010000000000000002,0.6830601092896175,0.9336419753086422,Branch,True
C9787746772,C6034549849,0.06530809619765278,CASH_IN,1,0.6470588235294118,Savings,South,0.8800000000000001,0.6684881602914389,0.2361111111111112,Mobile,True
C7505516598,C2851061008,0.02271787912206885,CASH_OUT,1,0.2549019607843137,Checking,South,0.2,0.09107468123861562,0.6944444444444446,Mobile,True
C2055734938,C2824430558,0.13266549956026,CASH_OUT,0,0.9215686274509803,Business,South,0.945,0.2586520947176685,0.9763374485596709,Branch,False
C2729859932,C6762767408,0.9651054410445141,PAYMENT,0,0.43137254901960786,Savings,North,0.34,0.761384335154827,0.9634773662551442,Branch,True
C1001901740,C1787798529,0.5492764184138557,DEBIT,0,0.37254901960784315,Checking,South,0.44000000000000006,0.9963570127504554,0.23405349794238686,Mobile,False
C9166378211,C7300793741,0.9678271960551191,TRANSFER,0,0.23529411764705888,Business,West,0.7050000000000001,0.9089253187613843,0.09927983539094654,Web,True
C1660596149,C4509448273,0.4316098854816089,CASH_OUT,0,0.9019607843137255,Business,South,0.5900000000000001,0.30236794171220394,0.14711934156378603,Web,True
C3068238662,C9926237707,0.31027358858944476,CASH_OUT,0,0.8431372549019608,Savings,South,0.32000000000000006,0.47176684881602904,0.7026748971193417,Branch,True
C3729209666,C1422388217,0.5056533260808114,DEBIT,1,0.7843137254901961,Savings,South,0.555,0.34790528233151174,0.726337448559671,Web,True
C1140093021,C7224586783,0.4386617327052214,DEBIT,0,0.607843137254902,Checking,North,0.73,0.36612021857923494,0.6748971193415639,Branch,True
C9837766754,C9334372010,0.10300381989004576,CASH_IN,0,0.4901960784313726,Savings,West,0.04000000000000001,0.3351548269581056,0.33539094650205764,Branch,True
C2908534630,C5092392516,0.6410683804007448,CASH_IN,0,0.9607843137254902,Checking,West,0.010000000000000002,0.2859744990892531,0.16872427983539098,Branch,True
C7966606864,C2027924329,0.21397607028087712,TRANSFER,0,0.2549019607843137,Business,East,0.45999999999999996,0.17850637522768664,0.5807613168724282,Mobile,True
C9557474476,C3680546736,0.6197148508617277,TRANSFER,0,1.0,Business,East,0.13,0.4371584699453551,0.4835390946502058,Web,True
C9170043136,C3036142051,0.6504940709925546,PAYMENT,0,0.6862745098039217,Business,West,0.665,0.8925318761384334,0.7294238683127573,Mobile,True
C9063180953,C2165786685,0.14961553356287144,CASH_IN,0,0.13725490196078433,Business,South,0.215,0.36612021857923494,0.44135802469135804,Web,True
C5184896915,C1015901724,0.05844840479734696,CASH_OUT,0,0.7647058823529412,Savings,South,0.435,0.9253187613843351,0.337962962962963,Mobile,True
C8901950266,C1698195057,0.7817627425129716,CASH_IN,0,0.4117647058823529,Savings,South,0.2,0.1730418943533697,0.29269547325102885,Mobile,True
C1982235012,C6796156312,0.45906051627757327,CASH_OUT,0,0.4117647058823529,Checking,North,0.55,0.8907103825136612,0.21039094650205767,Branch,True
C9402330816,C3922985806,0.05524530497974593,DEBIT,0,0.2941176470588236,Checking,South,0.11499999999999999,0.3952641165755919,0.26491769547325106,Branch,True
C1636419349,C2286584579,0.9970288480478722,CASH_IN,0,0.5098039215686275,Checking,North,0.025,0.9581056466302368,0.09362139917695475,Mobile,True
C8213612023,C7260962033,0.05485998780815443,DEBIT,1,0.17647058823529416,Checking,West,0.05,0.49544626593806906,0.3461934156378601,Web,True
C1965896104,C1410423216,0.6955713535488651,TRANSFER,0,0.47058823529411764,Checking,South,0.9550000000000001,0.39708561020036426,0.034979423868312765,Web,True
C2852765763,C9503191426,0.9857808445383294,TRANSFER,0,0.5882352941176471,Business,South,0.13999999999999999,0.6029143897996357,0.18569958847736628,Branch,False
C4088768255,C6042123625,0.23724351606312816,PAYMENT,0,0.3921568627450981,Business,East,0.71,0.8233151183970856,0.7474279835390948,Branch,True
C8901278066,C3489348969,0.1397869291123541,CASH_IN,0,0.5098039215686275,Business,West,0.06999999999999999,0.2750455373406192,0.32510288065843623,Web,False
C4277525453,C9214576057,0.11880936536263256,DEBIT,0,0.3137254901960784,Checking,South,0.11000000000000001,0.6302367941712202,0.6687242798353912,Web,True
C9112709715,C5325216367,0.30168620417184117,CASH_OUT,0,0.6274509803921569,Business,North,0.51,0.7522768670309653,0.7175925925925928,Web,False
C2096544135,C4459579192,0.09835990333138665,TRANSFER,0,0.5882352941176471,Business,West,0.4650000000000001,0.9581056466302368,0.5812757201646092,Branch,True
C2269998959,C5624802252,0.6926818769719202,TRANSFER,0,0.9607843137254902,Business,East,0.9500000000000001,0.7832422586520947,0.9598765432098768,Web,True
C9730850861,C8210766176,0.05939570987917459,CASH_OUT,0,0.8039215686274509,Business,West,0.945,0.6885245901639344,0.02006172839506173,Branch,True
C2564889562,C1360616455,0.5089514480088388,DEBIT,0,0.4901960784313726,Savings,North,0.78,0.7777777777777778,0.7391975308641977,Mobile,True
C2975695232,C9540501572,0.998869360967708,DEBIT,0,0.3921568627450981,Checking,East,0.6000000000000001,0.1511839708561019,0.9603909465020578,Mobile,True
C9998184302,C1265267433,0.8151516016193502,CASH_IN,0,0.6862745098039217,Checking,North,0.455,0.34790528233151174,0.8631687242798355,Mobile,False
C4121364131,C7535795266,0.6153226172050763,CASH_IN,0,0.0,Savings,West,0.355,0.07285974499089243,0.1666666666666667,Web,False
C8618869212,C6210671217,0.3046808586614909,PAYMENT,0,0.05882352941176472,Business,East,0.945,0.5610200364298724,0.3261316872427984,Branch,True
C8837404163,C2119533308,0.624046049152211,TRANSFER,0,0.05882352941176472,Business,North,0.605,0.686703096539162,0.17129629629629634,Web,True
C2989831088,C5692374408,0.5266663848622583,CASH_IN,0,0.4901960784313726,Business,West,0.58,0.24590163934426224,0.601851851851852,Branch,False
C9784940212,C7010515841,0.425160649377346,DEBIT,0,0.05882352941176472,Checking,North,0.22999999999999998,0.1912568306010929,0.7129629629629631,Web,True
C2682871134,C7094254594,0.1281853830205264,CASH_OUT,0,0.9411764705882354,Checking,South,0.045000000000000005,0.9435336976320582,0.31635802469135804,Mobile,True
C7643028148,C7504993347,0.8881795625432128,DEBIT,0,0.1568627450980392,Checking,West,0.945,0.9854280510018215,0.5396090534979425,Branch,True
C7579983016,C4044978354,0.4489904852798244,TRANSFER,0,0.5686274509803921,Checking,East,0.315,0.22768670309653916,0.6913580246913581,Web,True
